Season,Episode,Seasonnum,Episodenum,Airdate,Airyear,Host,HostClean,MusicalGuest,Description,Gender,GenderNum,Profession
S27,Ep2,27,2,10/06/2001,2001,Seann William Scott,Seann William Scott,Sum41,Know what this is about?,M,0,Actor
S27,Ep3,27,3,10/13/2001,2001,Drew Barrymore,Drew Barrymore,Macy Gray,Know what this is about?,F,1,Actor
S27,Ep4,27,4,11/03/2001,2001,John Goodman,John Goodman,Ja Rule,Know what this is about?,M,0,Actor
S27,Ep5,27,5,11/10/2001,2001,Gwyneth Paltrow,Gwyneth Paltrow,Ryan Adams,Know what this is about?,F,1,Actor
S27,Ep6,27,6,11/17/2001,2001,Billy Bob Thornton,Billy Bob Thornton,Creed,Know what this is about?,M,0,Actor
S27,Ep7,27,7,12/01/2001,2001,Derek Jeter,Derek Jeter,Shakira & Bubba Sparxxx,"Derek hits injurious foul balls to audience. Yankee wives' section at the game with Jeter in drag as Soriano's wife. Kattan gives Derek questionable message. Derek Jeter's Taco Hole in New Jersey. Shakira performs ""Whenever, Whenever.""",M,0,Sports
S27,Ep8,27,8,12/08/2001,2001,Hugh Jackman,Hugh Jackman,Mick Jagger,"Austrialian actor Hugh Jackman hosts this entertaining Christmas installment, with musical guest Mick Jagger. The ""cold opening"" features Will Farrell as George W. Bush, and Daryl Hammond as Al Gore speaking on the phone, as Gore hopes to negotiate possible new role for himself in the White House. Condy Rice and Dick Cheney listen bored, and Donald Rumsfeld eventually cuts the meeting short. In the opening monologue, after discarding other ideas, Hugh Jackman launches into a heartfelt rendition of ""Have Yourself A Merry Little Christmas,"" backed up by the ladies in ...",M,0,Actor
S27,Ep9,27,9,12/15/2001,2001,Ellen Degeneres,Ellen Degeneres,No Doubt,Know what this is about?,F,1,Actor
S27,Ep10,27,10,01/12/2002,2002,Josh Hartnett,Josh Hartnett,Pink,Know what this is about?,M,0,Actor
S27,Ep11,27,11,01/19/2002,2002,Jack Black,Jack Black,The Strokes,Know what this is about?,M,0,Actor
S27,Ep12,27,12,02/02/2002,2002,Britney Spears,Britney Spears,None,Know what this is about?,F,1,Musician
S27,Ep13,27,13,03/02/2002,2002,Jonny Moseley,Jonny Moseley,Outkast,Know what this is about?,M,0,Sports
S27,Ep14,27,14,03/09/2002,2002,Jon Stewart,Jon Stewart,India.Arie,Know what this is about?,M,0,Comedian
S27,Ep15,27,15,03/16/2002,2002,Ian McKellen,Ian McKellen,Kylie Minogue,Know what this is about?,M,0,Actor
S27,Ep16,27,16,04/06/2002,2002,Cameron Diaz,Cameron Diaz,Jimmy Eat World,Know what this is about?,F,1,Actor
S27,Ep17,27,17,04/13/2002,2002,The Rock,Dwayne Johnson,Andrew W.K.,Know what this is about?,M,0,Sports
S27,Ep18,27,18,04/20/2002,2002,Alec Baldwin,Alec Baldwin,P.O.D.,Know what this is about?,M,0,Actor
S27,Ep19,27,19,05/11/2002,2002,Kirsten Dunst,Kirsten Dunst,Eminem,Know what this is about?,F,1,Actor
S27,Ep20,27,20,05/18/2002,2002,Winona Ryder,Winona Ryder,Moby,Know what this is about?,F,1,Actor
S28,Ep1,28,1,10/05/2002,2002,Matt Damon,Matt Damon,Bruce Springsteen & The E Street Band,Know what this is about?,M,0,Actor
S28,Ep2,28,2,10/12/2002,2002,Sarah Michelle Gellar,Sarah Michelle Gellar,Faith Hill,Know what this is about?,F,1,Actor
S28,Ep3,28,3,10/19/2002,2002,Senator John McCain,Senator John McCain,The White Stripes,Know what this is about?,M,0,Other
S28,Ep4,28,4,11/02/2002,2002,Eric McCormack,Eric McCormack,Jay-Z,"In the opening monologue, Rudolph Guiliani (Darrel Hammond) records campaign endorses; in the opening monologue, Eric McCormick states that he's anything but gay; one-legged Amber competes on The Bachelor; Rachel Dratch goes into a destructive rage when losing a game of Celebrity; political campaigns ask the viewers to personally call the candidates on the phone; Paula Zahn (Tina Fey) falls in love; On Weekend Update, Gene Shalit (Horatio Sans) makes cheesy puns for current movies; a councilman appears on Joey Mack's radio show; John Hancock insurance is sold for the ...",M,0,Actor
S28,Ep5,28,5,11/09/2002,2002,Nia Vardalos,Nia Vardalos,Eve,Know what this is about?,F,1,Actor
S28,Ep6,28,6,11/16/2002,2002,Brittany Murphy,Brittany Murphy,Nelly,Know what this is about?,F,1,Actor
S28,Ep7,28,7,12/07/2002,2002,Robert De Niro,Robert De Niro,Norah Jones,Know what this is about?,M,0,Actor
S28,Ep8,28,8,12/14/2002,2002,Al Gore,Al Gore,Phish,Know what this is about?,M,0,Other
S28,Ep9,28,9,01/11/2003,2003,Jeff Gordon,Jeff Gordon,Avril Lavigne,Know what this is about?,M,0,Actor
S28,Ep10,28,10,01/18/2003,2003,Ray Liotta,Ray Liotta,The Donnas,Know what this is about?,M,0,Actor
S28,Ep11,28,11,02/08/2003,2003,Matthew McConaughey,Matthew McConaughey,Dixie Chicks,"Following a cold opening a U.N. Security Coucil meeting, Matthew McConaughey talks about his youth during the monologue, plays one half of a blind date with Rachel Dratch, a war protester, music sensation 'Chrome' on Club Traxx, an office story teller as well as a 'pyramid guru' on 'Second Time Around'. He ends the show by plugging his own McConaughey's Red Hot Texas Chili.",M,0,Actor
S28,Ep12,28,12,02/15/2003,2003,Jennifer Garner,Jennifer Garner,Beck,Know what this is about?,F,1,Actor
S28,Ep13,28,13,02/22/2003,2003,Christopher Walken,Christopher Walken,Foo Fighters,Know what this is about?,M,0,Actor
S28,Ep14,28,14,03/08/2003,2003,Queen Latifah,Queen Latifah,Ms. Dynamite,Know what this is about?,F,1,Musician
S28,Ep15,28,15,03/15/2003,2003,Salma Hayek,Salma Hayek,Christina Aguilera,Know what this is about?,F,1,Actor
S28,Ep16,28,16,04/05/2003,2003,Bernie Mac,Bernie Mac,Good Charlotte,Know what this is about?,M,0,Comedian
S28,Ep17,28,17,04/12/2003,2003,Ray Romano,Ray Romano,Zwan,Know what this is about?,M,0,Comedian
S28,Ep18,28,18,05/03/2003,2003,Ashton Kutcher,Ashton Kutcher,50 Cent,Know what this is about?,M,0,Actor
S28,Ep19,28,19,05/10/2003,2003,Adrien Brody,Adrien Brody,Sean Paul & Wayne Wonder,Know what this is about?,M,0,Actor
S28,Ep20,28,20,05/17/2003,2003,Dan Aykroyd,Dan Aykroyd,Beyonce,Know what this is about?,M,0,Actor
S29,Ep1,29,1,10/04/2003,2003,Jack Black,Jack Black,John Mayer,Know what this is about?,M,0,Actor
S29,Ep2,29,2,10/11/2003,2003,Justin Timberlake,Justin Timberlake,None,Know what this is about?,M,0,Musician
S29,Ep3,29,3,10/18/2003,2003,Halle Berry,Halle Berry,Britney Spears,Know what this is about?,F,1,Actor
S29,Ep4,29,4,11/01/2003,2003,Kelly Ripa,Kelly Ripa,Outkast,Know what this is about?,F,1,Actor
S29,Ep5,29,5,11/08/2003,2003,Andy Roddick,Andy Roddick,Dave Matthews,Know what this is about?,M,0,Sports
S29,Ep6,29,6,11/15/2003,2003,Alec Baldwin,Alec Baldwin,Missy Elliott,Know what this is about?,M,0,Actor
S29,Ep7,29,7,12/06/2003,2003,Al Sharpton,Al Sharpton,Pink,Know what this is about?,M,0,Other
S29,Ep8,29,8,12/13/2003,2003,Elijah Wood,Elijah Wood,Jet,Know what this is about?,M,0,Actor
S29,Ep9,29,9,01/10/2004,2004,Jennifer Aniston,Jennifer Aniston,Black Eyed Peas,Know what this is about?,F,1,Actor
S29,Ep10,29,10,01/17/2004,2004,Jessica Simpson and Nick Lachey,Jessica Simpson and Nick Lachey,G-Unit,"Jessica Simpson & Nick Lachey host SNL with G-Unit as musical guest. Starts with Howard Dean Headquarters, Monologue, Tylenol Extreme, Z-105 Morning Crew, El Cantador Mexican Resteraunt, American Idol, M-TV Future, American Beef Council, G-Unit Performs ""Stunt 101"", Weekend Update with Jimmy Fallon & Tina Fey, The Sharon Osborne Show, Victoria's Secrets, Northern California Nutgrowers Association, G-Unit & Joe Perform ""Wanna Get To Know You"", Dynacorp, then Goodbyes.",B,2,Musician
S29,Ep11,29,11,02/07/2004,2004,Megan Mullally,Megan Mullally,Clay Aiken,Know what this is about?,F,1,Actor
S29,Ep12,29,12,02/14/2004,2004,Drew Barrymore,Drew Barrymore,Kelis,Know what this is about?,F,1,Actor
S29,Ep13,29,13,02/28/2004,2004,Christina Aguilera,Christina Aguilera,Maroon 5,Know what this is about?,F,1,Actor
S29,Ep14,29,14,03/06/2004,2004,Colin Firth,Colin Firth,Norah Jones,Know what this is about?,M,0,Actor
S29,Ep15,29,15,03/13/2004,2004,Ben Affleck,Ben Affleck,N.E.R.D.,Know what this is about?,M,0,Actor
S29,Ep16,29,16,04/03/2004,2004,Donald Trump,Donald Trump,Toots and the Maytals,"The Apprentice star Donald Trump turns the cold opening into The Apprentice. He plugs The Apprentice on 'Live with Regis and Kelly', mentions The Apprentice in his commercial for 'Donald Trump's House of Wings' and he and his co-hosts from The Apprentice form the 'Apprentice Band' during their break from The Apprentice. Trump plays his own double in a Donald Trump version of The Prince and the Pauper and Seth Meyer's father in Fathers and Sons. There's also a promo for Fear Factor Junior and a 9/11 Hearings sketch, but no TV Funhouse Cartoon, despite it being ...",M,0,Other
S29,Ep17,29,17,04/10/2004,2004,Janet Jackson,Janet Jackson,None,Know what this is about?,F,1,Musician
S29,Ep18,29,18,05/01/2004,2004,Lindsay Lohan,Lindsay Lohan,Usher,"This still is from SNL. Summer is over and the students of Hogwarts are returning. Naive Hermione has undergone a ""Growth Spurt"" and is now well endowed. She doesn't notice any difference. Male students and teachers can't help but notice.",F,1,Actor
S29,Ep19,29,19,05/08/2004,2004,Snoop Dogg,Snoop Dogg,Avril Lavigne,Know what this is about?,M,0,Musician
S29,Ep20,29,20,05/15/2004,2004,Mary-Kate & Ashley Olsen,Mary-Kate & Ashley Olsen,J-Kwon,Know what this is about?,F,1,Actor
S30,Ep1,30,1,10/02/2004,2004,Ben Affleck,Ben Affleck,Nelly,"Sketches include Presidential Debate Cold Open, Ben Affleck's Monologue, Dr. Porkenheimer's Boner Juice, Debbie Downer, Swift Boat Veterans for Truth, Florida Stop, Weekend Update with guests New Jersey Resident and Elton John, The Escalator, Wedding DJ, and The Family.",M,0,Actor
S30,Ep2,30,2,10/09/2004,2004,Queen Latifah,Queen Latifah,None,"Sketches include Decision '04: The Presidential Debates, Queen Latifah Monologue, Short and Curly, The Prince Show, Excedrin, Decision 2004: The Vice-Presidential Debate, Weekend Update with Martha Stewart and Finesse Mitchell, The Recruits, TV Funhouse: The X-Presidents, Dangerfield Tribute, Vote Or Die!, Zinger vs. Snap.",F,1,Musician
S30,Ep3,30,3,10/23/2004,2004,Jude Law,Jude Law,Ashlee Simpson,Know what this is about?,M,0,Actor
S30,Ep4,30,4,10/30/2004,2004,Kate Winslet,Kate Winslet,Eminem,Know what this is about?,F,1,Actor
S30,Ep5,30,5,11/13/2004,2004,Liam Neeson,Liam Neeson,Modest Mouse,Know what this is about?,M,0,Actor
S30,Ep6,30,6,11/20/2004,2004,Luke Wilson,Luke Wilson,U2,Know what this is about?,M,0,Actor
S30,Ep7,30,7,12/11/2004,2004,Colin Farrell,Colin Farrell,Scissor Sisters,Know what this is about?,M,0,Actor
S30,Ep8,30,8,12/18/2004,2004,Robert De Niro,Robert De Niro,Destiny's Child,"Sketches include Pentagon Press Briefing, Robert De Niro Monologue, Woomba, Pranksters, Wedding Reception, Prince Christmas Special, TV Funhouse: Liberal Santa, ""The Apprentice"" Promo, Weekend Update with Leviticus and Abe Scheinwald, Undercover Gangster, Christmas with the Cat Lady, Bear City, Season's Greetings from SNL.",M,0,Actor
S30,Ep9,30,9,01/15/2005,2005,Topher Grace,Topher Grace,The Killers,"Sketches include White House Press Conference, Topher Grace Monologue, Trucker Talk, Martin Luther King Day, Dan Rathers Fraudulent Document Update, Beaver Ranch, Weekend Update with the Huxtables, Artsy Apartment, Hardball, The Not So Incredible Adventures Of The Down And Out Dollar.",M,0,Actor
S30,Ep10,30,10,01/22/2005,2005,Paul Giamatti,Paul Giamatti,Ludacris featuring Sum-41,Know what this is about?,M,0,Actor
S30,Ep11,30,11,02/05/2005,2005,Paris Hilton,Paris Hilton,Keane,Know what this is about?,F,1,Actor
S30,Ep12,30,12,02/12/2005,2005,Jason Bateman,Jason Bateman,Kelly Clarkson,"Sketches include: NBC Special Report: Kim Jong Il, Jason Bateman Monologue, Me-Harmony.com, Monkeys Throwing Poop at Celebrities, An Important Moment In Black History I, The Best of T.T. and Mario, The Subway, An Important Moment In Black History II, Weekend Update with Prince Charles and Camilla Parker-Bowles, Gays in Space, Gibson Studios, An Important Moment In Black History III, Rap Night with Chubb Hotty, Public Speaking Class.",M,0,Actor
S30,Ep13,30,13,02/19/2005,2005,Hilary Swank,Hilary Swank,50 Cent,"Sketches include: Michael Jackson on Neverland Ranch, Hilary Swank Monologue, Grayson-Moorhead Securities, Sheila Choad's Los Angeles Face, Grayson-Moorhead Securities II, Hot Plates, Debbie Downer at the Oscars, Weekend Update with Tom Jankeloff and Morgan Freeman, Seasons of Love, City Court with Aaron Neville, After the Grammys, Project Runway.",F,1,Actor
S30,Ep14,30,14,03/12/2005,2005,David Spade,David Spade,Jack Johnson,"Sketches include: CNN News Report: Martha Stewart, David Spade Monologue, Artsy House, Deaf Judge, Stunt Double, Woomba, Holding Cell, Weekend Update with guest Jorge Rodriguez, Sean Penn's Celebrity Roast, UPS Guy, Jingle Singers, Bear City: Handicapped Toilet, Dirtball and Burnout Convention.",M,0,Actor
S30,Ep15,30,15,03/19/2005,2005,Ashton Kutcher,Ashton Kutcher,Gwen Stefani,"Sketches include: Hardball on MLB Steroids, Ashton Kutcher Monologue, Me-Harmony, Oprah, Push-Ups, Federline, Gays in Space: Episode 2, Weekend Update with guests Henry Payne and Chris Parnell, Southern Baptist Church, Action 13 News, Nebulzitol.",M,0,Actor
S30,Ep16,30,16,04/09/2005,2005,Cameron Diaz,Cameron Diaz,Green Day,"Sketches include Papal Debate '05, Cameron Diaz Monologue, Extreme Makeover: Home Edition, TV Funhouse: Michael Jackson, The Barry Gibb Talk Show: Nancy Pelosi, Ann Coulter, And Gov. Bill Richardson (featuring cameos from Jimmy Fallon, Justin Timberlake, and Drew Barrymore), The Holland Tunnel Hotel, Weekend Update with guests Prince Charles and Camilla Parker Bowles, with a Weekend Update Dramatic Play featuring Jimmy Fallon, Woo The Musical, The Sofabed, Spy Glass. Green Day performs ""Boulevard of Broken Dreams"" and ""Holiday"".",F,1,Actor
S30,Ep17,30,17,04/16/2005,2005,Tom Brady,Tom Brady,Beck,"This episode of April 2005 opens with Chris Parnell posing as beleaguered House of Representives Majority Leader Tom Delay. The opening credits roll and musical guest Beck and host Tom Brady are announced. Tom Brady soon takes the stage, and is soon joined by most of the cast to sing an outrageously egotistical song about himself. A fake commercial for an alternative to Viagra is show next. First skit then has Tom Brady at a carnival midway trying in vain to throw a football through a hole in the wall about six feet away. After that, Darryl Hammond impersonates Dr. ...",M,0,Sports
S30,Ep18,30,18,05/07/2005,2005,Johnny Knoxville,Johnny Knoxville,System of a Down,"Writer Jason Sudeikis joins the cast for his first episode. Sketches include Primetime Live Cold Open (with cameo from Paula Abdul), Johnny Knoxville Monologue, Mom Jeans (repeat), Sally and Dan Harrison: The Couple That Should Be Divorced, Domino's Pizza Donald Trump Promo, Donatella Versace's Mothers Day, Channel 5 Late Night Movie ""Visitors From Another Planet"", Weekend Update with guests Will Forte, Patti Forte and Richie B, with a tribute to Weekend Update founding editor Herb Sargent, Mother's Day Brunch, Helping Hands Telethon, Merv the Perv: Victoria's Secret,...",M,0,Actor
S30,Ep19,30,19,05/14/2005,2005,Will Ferrell,Will Ferrell,Queens of the Stone Age,"Former cast member Will Ferrell's first time hosting. Sketches include Will's Thoughts Cold Open, Will Ferrell Monologue, Celebrity Jeopardy with Sean Connery, Sharon Osbourne and Bill Cosby, Oracle Conclave 2005, Para Tri-Cyclen, Artsy Apartment, Weekend Update with guest Steven Ainsley, Grind, TV Funhouse: Shazzan, Goulet Ring Tones, Going 2 C Movies with Levi, Luxury. Queens of the Stone Age perform ""Little Sister"" (with Will Ferrell as Gene Frenkle) and ""In My Head"".",M,0,Comedian
S30,Ep20,30,20,05/21/2005,2005,Lindsay Lohan,Lindsay Lohan,Coldplay,"Season 30 finale. Lindsay Lohan's second time hosting, and Rob Riggle's last episode. Sketches include Hardball with Michael Isikoff, Condoleeza Rice and Zell Miller, Lindsay Lohan Monologue, Woomba (repeat), America's Next Top Model (with Britney and Kevin Chaotic promo), New Park Cinema, TV Funhouse: Divertor, Appalachian Emergency Room, Weekend Update with guests Chris Cox-Sanz, Danni Sanz-Cox, Vicente Fox and Rev. Al Sharpton, The Prince Show with Nick Lachey, Jessica Simpson and Wanda Sykes, Little Italy, The Babysitter, Bear City: Bear Porn. Coldplay performs ""...",F,1,Actor
S31,Ep1,31,1,10/01/2005,2005,Steve Carell,Steve Carell,Kanye West,"Sketches include ""Bush Addresses the Nation"", ""Morgan Stanley"", ""The JetBlue Crisis"", ""Anderson Cooper 360"", ""The Couple That Should Be Divorced"", ""Girls Gone Wild Katrina"", ""Kanye Backstage"", ""The Lundford Twins Variety Hour"", ""Fun With Real Audio"", and ""Debbie Downer"". Kanye West performs ""Gold Digger"" and ""Heard 'Em Say"" featuring Adam Levine.",M,0,Actor
S31,Ep2,31,2,10/08/2005,2005,Jon Heder,Jon Heder,Ashlee Simpson,"Sketches include: Harriet Miers Nomination Cold Open, Jon Heder Monologue, Taco Town, Kaitlin: Science Project, The Werewolf, The Misadventures of Tom Delay and Bill Frist, ¡Show Biz Grande Explosion!, Weekend Update with guest Tim Calhoun (Horatio Sanz substituting for Tina Fey), Wilson Bros. Funeral Home, Hubbard Systems Company Retreat, Date with Operator Lady, Commercial Parody: Black Eyed Peas. Ashlee Simpson performs ""Catch Me When I Fall"" and ""Boyfriend"". Tina Fey and Maya Rudolph absent for maternity leave.",M,0,Actor
S31,Ep3,31,3,10/22/2005,2005,Catherine Zeta-Jones,Catherine Zeta-Jones,Franz Ferdinand,"Sketches include: Special Report: Iraq Q&A, Catherine Zeta-Jones Monologue, Butt Cancer Treatment Center, Newsnight with Aaron Brown, Fosse Party, Weekend Update with guests Donnie Freeman, Pep Walters and the voice of Don Pardo (and a tribute to Charles Rocket), Italian Hotel, Access Hollywood, Creighton Boys School French Teacher, Musical Vows, Morgan Stanley (repeat), Schatzki's Deli. Franz Ferdinand performs ""Do You Want To"" and ""Take Me Out"". Maya Rudolph absent for maternity leave.",F,1,Actor
S31,Ep4,31,4,10/29/2005,2005,Lance Armstrong,Lance Armstrong,Sheryl Crow,"Sketches include: A Message From the Vice-President of the United States, Lance Armstrong Monologue, Celebrity Iron Man, Totally Rad Smoke Detector 3000, The Indigo Girls (with Sheryl Crow cameo), The O'Reilly Factor, Weekend Update with guests Finesse Mitchell, Scott Podsednik, and Mrs Butterworth, A Song for Sheryl (with Sheryl Crow cameo), Days of Our Lives, Carol!, Hit Man. Sheryl Crow performs ""Good Is Good"" and ""Strong Enough"". Maya Rudolph is absent for maternity leave.",M,0,Sports
S31,Ep5,31,5,11/12/2005,2005,Jason Lee,Jason Lee,Foo Fighters,"Sketches include ""Hardball"", ""JJ Casuals"", ""Good Morning Meth"", ""The Falconer"", ""Thomas & Dobbins"", ""The Soaking Wet Killer"", ""Refurbishments"", ""Butt Pregnancy"", ""Stachin'"", ""McNutly & Sons"", and ""American Tasar"". Foo Fighters perform ""DOA"" and ""Best of You"".",M,0,Actor
S31,Ep6,31,6,11/19/2005,2005,Eva Longoria,Eva Longoria,Korn,"Fox News Special Report: Bush in China, Eva Longoria Monologue, Totally Rad Smoke Detector 3000 (repeat), The Spammies, Deep House Dish, Morgan Stanley (repeat), The Needlers: College Reunion, Variety Vault: Vincent Price Thanksgiving, Weekend Update featuring guests Jean Schmidt and Steve Jobs, Desperate Housewives Vanity Fair Shoot, Trapped in the Closet II, The Engelhard Five, Firmium. Korn performs ""Twisted Transistor"" and ""Freak on a Leash"". Maya Rudolph absent for maternity leave.",F,1,Actor
S31,Ep7,31,7,12/03/2005,2005,Dane Cook,Dane Cook,James Blunt,"Sketches include: Tree Re-Lighting Special, Dane Cook Monologue, School Announcements, Taco Town (repeat), The Long Ride Home: The Jay Feely Story, Wool Sweater, Lettuce: An SNL Digital Short, Target Greatland, Weekend Update with guests Rachel Dratch and Michael Irvin, The Coma, Fight Back with Victor Ramos, Morgan Stanley (repeat). James Blunt performs ""You're Beautiful"" and ""Goodbye My Lover"". Maya Rudolph is absent on maternity leave.",M,0,Comedian
S31,Ep8,31,8,12/10/2005,2005,Alec Baldwin,Alec Baldwin,Shakira,"Saddam in Prison, Alec Baldwin's 12th Monologue, Commercial Parody: Tylenol BM, TV Funhouse: Celebrity Mugshot Poker, O'Reilly Factor, Carol Goes Bowling, Glengarry Glen Christmas.",M,0,Actor
S31,Ep9,31,9,12/17/2005,2005,Jack Black,Jack Black,Neil Young,"Jack Black Monologue, Blown, TV Funhouse: Christmastime for the Jews, Lazy Sunday: An SNL Digital Short, Two A-Holes Buy a Tree, Spelling Bee.",M,0,Actor
S31,Ep10,31,10,01/14/2006,2006,Scarlett Johansson,Scarlett Johansson,Death Cab for Cutie,"Chandeliers, Sweet Sixteen, Deep House Dish: Johansson, Engagement Ring, Mr. Willoughby.",F,1,Actor
S31,Ep11,31,11,01/21/2006,2006,Peter Sarsgaard,Peter Sarsgaard,The Strokes,"Sketches include: Anderson Cooper 360, Peter Sarsgaard Monologue, Commercial Parody: Nelson Baby Toupees, Target Greatland, Pirate Convention, Carol!: Art Gallery, Young Chuck Norris: An SNL Digital Short, Cat Fancy Magazine, Weekend Update: Gore and Kerry, Weekend Update with guest Drew Barrymore, Gays in Space (opening performed by Will Forte), Fairmont Suites Inn (with technical gaffes), National Security Agency, Peter Sarsgaard's SARS Guards. The Strokes perform ""Juicebox"" and ""You Only Live Once"". Maya Rudolph absent on maternity leave.",M,0,Actor
S31,Ep12,31,12,02/04/2006,2006,Steve Martin,Steve Martin,Prince,"Steve Martin's fourteenth time hosting. Maya Rudolph's first episode back from maternity leave. Paula Pell's return to the writing staff after her sitcom ""Thick and Thin"" is not picked up. Sketches include: The Sabotage of Baldwin: An SNL Digital Short, Steve Martin Monologue, Commercial Parody: A Teddy Bear Holding A Heart, Oprah with Stone Freeman, Don't Buy Stuff You Cannot Afford, Hamas Victory Party, Close Talkers: An SNL Digital Short, Quick Zoom Theater, Weekend Update, Superbowl XL Rehersals, Lorne's Office, The Prince Show, State of the Galaxy 2145, Tangent: ...",M,0,Comedian
S31,Ep13,31,13,03/04/2006,2006,Natalie Portman,Natalie Portman,Fall Out Boy,"Natalie Portman hosts this episode and Fall Out Boy is the musical guest. The Cold Opening is a Message from President George W. Bush(Will Forte) who addresses the public on issues of secret White House activity and Vice-President Dick Cheney's(Darrell Hammond) hunting accident. Natalie Portman's Monologue consists of her tackling questions raised by ""Star Wars"" nerds in the audience. Repeat of Nelson Baby Toupees commercial from January 21, 2006, which spoofs Hair Club For Men commercials. Three over-psyched Jamba Juice employees (Portman, Seth Meyers, Horatio Sanz),...",F,1,Actor
S31,Ep14,31,14,03/11/2006,2006,Matt Dillon,Matt Dillon,Arctic Monkeys,"Sketches include: Spring Break Cold Open, Matt Dillon Monologue, Prisonmates.net, Sportscenter, Doppelganger: An SNL Digital Short, Two A-Holes at a Travel Agency, How to Order Sushi Like a CEO, J.J. Casuals (repeat), Joplin: Alive Podcast, Weekend Update with guests Farad Nsar and Will Forte, TV Land Variety Vault: Vincent Price's Thanksgiving, Inner Harmony Relaxation Tape, Appalachian Emergency Room, DeCicco Brothers Unicornery. Arctic Monkeys perform ""I Bet You Look Good on the Dancefloor"" and ""A Certain Romance"".",M,0,Actor
S31,Ep15,31,15,04/08/2006,2006,Antonio Banderas,Antonio Banderas,Mary J. Blige,"Sketches include: Anderson Cooper 360, Antonio Banderas Monologue, Basic Instinct 2, Deal Or No Deal, Operator Date, Besos Y Lagrimas, The 13th Annual Women's Basketball Coaches' Fashion Awards, Weekend Update with guests Dan Rather, Finesse Mitchell, Chad Michael Murray and Chris Kattan, Zorro, Karaoke, The Plan, Wine Enthusiasts. Mary J. Blige performs ""Be Without You"" and ""Enough Crying"". Maya Rudolph does not appear.",M,0,Actor
S31,Ep16,31,16,04/15/2006,2006,Lindsay Lohan,Lindsay Lohan,Pearl Jam,"Lindsay Lohan's third time hosting. Sketches include: The Situation Room Cold Open: White House Staff Shake-ups, Lindsay Lohan Monologue, Commercial Parody: Neutrogena Coin Slot Cream, Deep House Dish, TV Funhouse: Journey to the Disney Vault, The O'Reilly Factor, Le Rendezvous: Chocolate Vesuvius, Laser Cats: An SNL Digital Short, Weekend Update with guests Stormy Windbreaker and Taylor Hicks, Debbie Downer: Bachelorette Party, Introvert's First Night Out, Turner Classic Movie Archives: Atlantic City Fever. Pearl Jam performs ""World Wide Suicide"" and ""Severed Hand"". ...",F,1,Actor
S31,Ep17,31,17,05/06/2006,2006,Tom Hanks,Tom Hanks,Red Hot Chili Peppers,"Tom Hanks' eighth time hosting. Sketches include: Bill Frist's Gas Plan, Tom Hanks Monologue, Wheel of Fortune, Kaitlin: Eli's Iguana, My Testicles: An SNL Digital Short, Universal Theme Park, Weekend Update with guest Rosie O'Donnell, Weekend Update: Debate between Drs. Gunther and Patrick Kelly, Yoga Partner, C-Span After Dark: Colin's Place, Tennis Partners. Red Hot Chili Peppers perform ""Dani California"" and ""Give It Away""",M,0,Actor
S31,Ep18,31,18,05/13/2006,2006,Julia Louis-Dreyfus,Julia Louis-Dreyfus,Paul Simon,"Former cast member Julia Louis-Dreyfus' first time hosting, promoting ""The New Adventures of Old Christine"". Sketches include: Parallel Universe Address from President Gore Cold Open, Julia Louis-Dreyfus Monologue (with guests Jason Alexander and Jerry Seinfeld), Tech Pack, Bum Attention, The Morning Show, MySpace Class, Weekend Update: Debate between Al Gore and Amy Poelher, Weekend Update with guests Wolfgang Fey, Finesse Mitchell and David Blaine, Charades Game Show, Unsolved Mysteries, Bullhorn: An SNL Digital Short. Paul Simon performs ""How Can You Live in a ...",F,1,Comedian
S31,Ep19,31,19,05/20/2006,2006,Kevin Spacey,Kevin Spacey,Nelly Furtado,"Kevin Spacey's second time hosting. Sketches include: Anderson Cooper 360, Kevin Spacey monologue, Two A-Holes at a Crime Scene, Oprah Winfrey's Legends Ball Special, Carol!, TV Funhouse: All-New Presidential Outtakes, Andy and Kevin: Usual Suspects, Weekend Update with guests Taylor Hicks and Whitney Houston, The Falconer: Time Traveling, Andy Walking: An SNL Digital Short, Legends of History: Phillip Sarc, Neil Young's 'I Do Not Agree With Many of This Administration's Policies'. Nelly Furtado with Timbaland performs ""Promiscuous"" and ""Maneater"".",M,0,Actor
S32,Ep1,32,1,09/30/2006,2006,Dane Cook,Dane Cook,The Killers,"Monologue: Dane Cook's monologue deals with lying, suicide and car accidents. Cubicle Fight: An SNL Digital Short. Cubicle dwellers fight to the death. (Dane Cook, Bill Hader, Jason Sudeikis). Pacino: Al Pacino (Bill Hader) checks his bank balance. New Update Anchor: Brian Williams was not told that he did not get the Update anchor job and has an awkward moment with Amy Poehler and Seth Meyers. Waterboys: Will Forte and Dane Cook are water bottle distributors who have not been making their deliveries. (Note: edited episode.)",M,0,Comedian
